producer_key,producer,purchase_class,fy,kwh,bdt,audited_column,source_doc
sembcrop energy india ltd 250mw,Sembcrop Energy India Ltd. 250MW,india,FY2023-24,1845078661.0,19237734105.0,Y,BPDC 2023-24.pdf
sembcrop energy india ltd 250mw,Sembcrop Energy India Ltd. 250MW,india,FY2024-25,1915627803.0,19575621812.0,Y,BPDB 2024-25.pdf
sfl unique meghnaghat power plc,SFL Unique Meghnaghat Power Plc,ipp,FY2022-23,0.0,0.0,,BPDC 2023-24.pdf
sfl unique meghnaghat power plc,SFL Unique Meghnaghat Power Plc,ipp,FY2023-24,759318517.0,7879578175.0,Y,BPDC 2023-24.pdf
sfl unique meghnaghat power plc,SFL Unique Meghnaghat Power Plc,ipp,FY2024-25,925653846.0,15600029978.0,Y,BPDB 2024-25.pdf
shahjanullah power generation co. ltd,Shahjanullah Power Generation Co. Ltd.,ipp,FY2019-20,133358044.0,460363566.0,,BPDB 2020-21.pdf
shahjanullah power generation co. ltd,Shahjanullah Power Generation Co. Ltd.,ipp,FY2020-21,102686146.0,354266198.0,Y,BPDB 2020-21.pdf
shahjanullah power generation co. ltd,Shahjanullah Power Generation Co. Ltd.,ipp,FY2021-22,119664201.0,413061164.0,,BPDB 2022-23.pdf
shahjanullah power generation co. ltd,Shahjanullah Power Generation Co. Ltd.,ipp,FY2022-23,70061323.0,238069873.0,Y,BPDB 2022-23.pdf
shahjanullah power generation co. ltd,Shahjanullah Power Generation Co. Ltd.,ipp,FY2023-24,109628573.0,403831171.0,Y,BPDC 2023-24.pdf
shahjanullah power generation co. ltd,Shahjanullah Power Generation Co. Ltd.,ipp,FY2024-25,89833277.0,896423140.0,Y,BPDB 2024-25.pdf
shahjibazar power co. ltd,SHAHJIBAZAR POWER CO. LTD.,rental,FY2019-20,440516616.0,1792127676.0,,BPDB 2020-21.pdf
shahjibazar power co. ltd,SHAHJIBAZAR POWER CO. LTD.,rental,FY2020-21,605484672.0,2039822897.0,Y,BPDB 2020-21.pdf
shahjibazar power co. ltd,Shahjibazar Power Co. Ltd.,rental,FY2021-22,619933776.0,2194442394.0,,BPDB 2022-23.pdf
shahjibazar power co. ltd,Shahjibazar Power Co. Ltd.,rental,FY2022-23,477095952.0,2768043336.0,Y,BPDB 2022-23.pdf
shahjibazar power co. ltd,Shahjibazar Power Co. Ltd.,rental,FY2023-24,279753240.0,2335810498.0,Y,BPDC 2023-24.pdf
shahjibazar power co. ltd,Shahjibazar Power Co. Ltd.,rental,FY2024-25,709264624.0,3772044043.0,Y,BPDB 2024-25.pdf
sinha people energy ltd,Sinha People Energy Ltd.,ipp,FY2019-20,87773136.0,1327329508.0,,BPDB 2020-21.pdf
sinha people energy ltd,Sinha People Energy Ltd.,ipp,FY2020-21,21026448.0,812740081.0,Y,BPDB 2020-21.pdf
sinha people energy ltd,Sinha People Energy Ltd.,ipp,FY2021-22,25438560.0,497991030.0,,BPDB 2022-23.pdf
sinha people energy ltd,Sinha People Energy Ltd.,ipp,FY2022-23,0.0,0.0,Y,BPDB 2022-23.pdf
sirajgonj (unit - 2),Sirajgonj (Unit - 2),public,FY2019-20,659693652.0,4066747219.0,,BPDB 2020-21.pdf
sirajgonj (unit - 2),Sirajgonj (Unit - 2),public,FY2020-21,1135656573.0,4351973695.0,Y,BPDB 2020-21.pdf
sirajgonj (unit - 3),Sirajgonj (Unit - 3),public,FY2019-20,1246030415.0,4356240963.0,,BPDB 2020-21.pdf
sirajgonj (unit - 3),Sirajgonj (Unit - 3),public,FY2020-21,1447005461.0,4890841676.0,Y,BPDB 2020-21.pdf
spectra solar park,Spectra Solar Park,ipp,FY2021-22,52473009.0,627377593.0,,BPDB 2022-23.pdf
spectra solar park,Spectra Solar Park,ipp,FY2022-23,63580595.0,924032564.0,Y,BPDB 2022-23.pdf
spectra solar park,Spectra Solar Park,ipp,FY2023-24,60371506.0,934734068.0,Y,BPDC 2023-24.pdf
spectra solar park,Spectra Solar Park,ipp,FY2024-25,60581821.0,1016928473.0,Y,BPDB 2024-25.pdf
ss power i ltd,SS Power I Limited,ipp,FY2022-23,0.0,0.0,,BPDC 2023-24.pdf
ss power i ltd,SS Power I Limited,ipp,FY2023-24,2402946654.0,49089448183.0,Y,BPDC 2023-24.pdf
ss power i ltd,SS Power I Limited,ipp,FY2024-25,6346540145.0,92391472288.0,Y,BPDB 2024-25.pdf
summit barishal power ltd,Summit Barishal Power Ltd.,ipp,FY2019-20,191397120.0,2791433109.0,,BPDB 2020-21.pdf
summit barishal power ltd,Summit Barishal Power Ltd.,ipp,FY2020-21,218608608.0,3167467899.0,Y,BPDB 2020-21.pdf
summit barishal power ltd,Summit Barishal Power Ltd.,ipp,FY2021-22,62791776.0,2313583188.0,,BPDB 2022-23.pdf
summit barishal power ltd,Summit Barishal Power Ltd.,ipp,FY2022-23,114976896.0,3712705174.0,Y,BPDB 2022-23.pdf
summit barishal power ltd,Summit Barishal Power Ltd.,ipp,FY2023-24,148898304.0,4664967072.0,Y,BPDC 2023-24.pdf
summit barishal power ltd,Summit Barishal Power Ltd.,ipp,FY2024-25,87923232.0,3769013441.0,Y,BPDB 2024-25.pdf
summit bibiyana ii power company ltd,Summit Bibiyana II Power Company Ltd.,ipp,FY2019-20,2533405256.0,6195036994.0,,BPDB 2020-21.pdf
summit bibiyana ii power company ltd,Summit Bibiyana II Power Company Ltd.,ipp,FY2020-21,2455887148.0,6030061928.0,Y,BPDB 2020-21.pdf
summit bibiyana ii power company ltd,Summit Bibiyana II Power Company Ltd.,ipp,FY2021-22,2310625924.0,5996723144.0,,BPDB 2022-23.pdf
summit bibiyana ii power company ltd,Summit Bibiyana II Power Company Ltd.,ipp,FY2022-23,2164952204.0,8769679402.0,Y,BPDB 2022-23.pdf
summit bibiyana ii power company ltd,Summit Bibiyana II Power Company Ltd.,ipp,FY2023-24,2429621804.0,12618603167.0,Y,BPDC 2023-24.pdf
summit bibiyana ii power company ltd,Summit Bibiyana II Power Company Ltd.,ipp,FY2024-25,2371373068.0,13703888304.0,Y,BPDB 2024-25.pdf
summit gazipur ii power ltd - kodda (300mw),Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,FY2019-20,365298295.0,5888119002.0,,BPDB 2020-21.pdf
summit gazipur ii power ltd - kodda (300mw),Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,FY2020-21,1280252848.0,13968072079.0,Y,BPDB 2020-21.pdf
summit gazipur ii power ltd - kodda (300mw),Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,FY2021-22,1421077329.0,24417833567.0,,BPDB 2022-23.pdf
summit gazipur ii power ltd - kodda (300mw),Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,FY2022-23,1137133799.0,23076784882.0,Y,BPDB 2022-23.pdf
summit gazipur ii power ltd - kodda (300mw),Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,FY2023-24,539129619.0,15239905376.0,Y,BPDC 2023-24.pdf
summit gazipur ii power ltd - kodda (300mw),Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,FY2024-25,495918306.0,15346349837.0,Y,BPDB 2024-25.pdf
summit meghnaghat ii power company ltd,Summit Meghnaghat II Power Company Limited,ipp,FY2022-23,0.0,0.0,,BPDC 2023-24.pdf
summit meghnaghat ii power company ltd,Summit Meghnaghat II Power Company Limited,ipp,FY2023-24,654162225.0,4307421035.0,Y,BPDC 2023-24.pdf
summit meghnaghat ii power company ltd,Summit Meghnaghat II Power Company Limited,ipp,FY2024-25,1070153356.0,15177921528.0,Y,BPDB 2024-25.pdf
summit meghnaghat power ltd,Summit Meghnaghat Power Ltd.,ipp,FY2019-20,1232984954.0,6261944337.0,,BPDB 2020-21.pdf
summit meghnaghat power ltd,Summit Meghnaghat Power Ltd.,ipp,FY2020-21,1559093909.0,6547648630.0,Y,BPDB 2020-21.pdf
summit meghnaghat power ltd,Summit Meghnaghat Power Ltd.,ipp,FY2021-22,1524542505.0,6428574957.0,,BPDB 2022-23.pdf
summit meghnaghat power ltd,Summit Meghnaghat Power Ltd.,ipp,FY2022-23,1177688704.0,10009832413.0,Y,BPDB 2022-23.pdf
summit meghnaghat power ltd,Summit Meghnaghat Power Ltd.,ipp,FY2023-24,1121910644.0,10523927364.0,Y,BPDC 2023-24.pdf
summit meghnaghat power ltd,Summit Meghnaghat Power Ltd.,ipp,FY2024-25,1321276199.0,11784870095.0,Y,BPDB 2024-25.pdf
summit narayangonj power ltd,SUMMIT NARAYANGONJ POWER LTD.,rental,FY2019-20,223216584.0,2658477107.0,,BPDB 2020-21.pdf
summit narayangonj power ltd,SUMMIT NARAYANGONJ POWER LTD.,rental,FY2020-21,353336328.0,3436136533.0,Y,BPDB 2020-21.pdf
summit narayangonj power ltd,Summit Narayangonj Power Ltd.,rental,FY2021-22,109319891.0,2100228103.0,,BPDB 2022-23.pdf
summit narayangonj power ltd,Summit Narayangonj Power Ltd.,rental,FY2022-23,161573730.0,3275647932.0,Y,BPDB 2022-23.pdf
summit narayangonj power ltd,Summit Narayangonj Power Ltd.,rental,FY2023-24,187637517.0,4000311556.0,Y,BPDC 2023-24.pdf
summit narayangonj power ltd,Summit Narayangonj Power Ltd.,rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
summit narayangonj power unit ii ltd,Summit Narayangonj Power Unit II Ltd.,ipp,FY2019-20,96817909.0,1397885741.0,,BPDB 2020-21.pdf
summit narayangonj power unit ii ltd,Summit Narayangonj Power Unit II Ltd.,ipp,FY2020-21,259501715.0,2969690929.0,Y,BPDB 2020-21.pdf
summit narayangonj power unit ii ltd,Summit Narayangonj Power Unit II Ltd.,ipp,FY2021-22,288604038.0,4990935236.0,,BPDB 2022-23.pdf
summit narayangonj power unit ii ltd,Summit Narayangonj Power Unit II Ltd.,ipp,FY2022-23,250675040.0,4935475646.0,Y,BPDB 2022-23.pdf
summit narayangonj power unit ii ltd,Summit Narayangonj Power Unit II Ltd.,ipp,FY2023-24,144961726.0,3609758884.0,Y,BPDC 2023-24.pdf
summit narayangonj power unit ii ltd,Summit Narayangonj Power Unit II Ltd.,ipp,FY2024-25,126902069.0,3316490647.0,Y,BPDB 2024-25.pdf
summit purbachal power ltd-jangalia,Summit Purbachal Power Ltd.-Jangalia,ipp,FY2019-20,208181905.0,732228346.0,,BPDB 2020-21.pdf
summit purbachal power ltd-jangalia,Summit Purbachal Power Ltd.-Jangalia,ipp,FY2020-21,258257635.0,941362032.0,Y,BPDB 2020-21.pdf
summit purbachal power ltd-jangalia,Summit Purbachal Power Ltd.-Jangalia,ipp,FY2021-22,232729909.0,945539654.0,,BPDB 2022-23.pdf
summit purbachal power ltd-jangalia,Summit Purbachal Power Ltd.-Jangalia,ipp,FY2022-23,228536043.0,1149869368.0,Y,BPDB 2022-23.pdf
summit purbachal power ltd-jangalia,Summit Purbachal Power Ltd.-Jangalia,ipp,FY2023-24,238576793.0,1445834652.0,Y,BPDC 2023-24.pdf
summit purbachal power ltd-jangalia,Summit Purbachal Power Ltd.-Jangalia,ipp,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
sympa solar power ltd,Sympa Solar Power Limited,ipp,FY2019-20,11029586.0,121571385.0,,BPDB 2020-21.pdf
sympa solar power ltd,Sympa Solar Power Limited,ipp,FY2020-21,11268182.0,124366922.0,Y,BPDB 2020-21.pdf
sympa solar power ltd,Sympa Solar Power Limited,ipp,FY2021-22,11994460.0,135093706.0,,BPDB 2022-23.pdf
sympa solar power ltd,Sympa Solar Power Limited,ipp,FY2022-23,13315347.0,181349417.0,Y,BPDB 2022-23.pdf
sympa solar power ltd,Sympa Solar Power Limited,ipp,FY2023-24,12536809.0,181582464.0,Y,BPDC 2023-24.pdf
sympa solar power ltd,Sympa Solar Power Limited,ipp,FY2024-25,12685966.0,199718143.0,Y,BPDB 2024-25.pdf
tangail palli power generation ltd (22mw),Tangail Palli Power Generation Ltd. (22MW),ipp,FY2021-22,149421480.0,2365086053.0,,BPDB 2022-23.pdf
tangail palli power generation ltd (22mw),Tangail Palli Power Generation Ltd. (22MW),ipp,FY2022-23,95057230.0,1826227900.0,Y,BPDB 2022-23.pdf
tangail palli power generation ltd (22mw),Tangail Palli Power Generation Ltd. (22MW),ipp,FY2023-24,58087039.0,1378954156.0,Y,BPDC 2023-24.pdf
tangail palli power generation ltd (22mw),Tangail Palli Power Generation Ltd. (22MW),ipp,FY2024-25,70665852.0,1740368224.0,Y,BPDB 2024-25.pdf
technaf solartech energy ltd (20mw),Technaf Solartech Energy Ltd. (20MW),ipp,FY2019-20,36027726.0,423055479.0,,BPDB 2020-21.pdf
technaf solartech energy ltd (20mw),Technaf Solartech Energy Ltd. (20MW),ipp,FY2020-21,33438191.0,394598682.0,Y,BPDB 2020-21.pdf
technaf solartech energy ltd (20mw),Technaf Solartech Energy Ltd. (20MW),ipp,FY2021-22,37555078.0,452146681.0,,BPDB 2022-23.pdf
technaf solartech energy ltd (20mw),Technaf Solartech Energy Ltd. (20MW),ipp,FY2022-23,39239868.0,571767753.0,Y,BPDB 2022-23.pdf
technaf solartech energy ltd (20mw),Technaf Solartech Energy Ltd. (20MW),ipp,FY2023-24,37231505.0,577125604.0,Y,BPDC 2023-24.pdf
technaf solartech energy ltd (20mw),Technaf Solartech Energy Ltd. (20MW),ipp,FY2024-25,35974312.0,606530853.0,Y,BPDB 2024-25.pdf
teesta solar ltd (200mw),Teesta Solar Ltd. (200MW),ipp,FY2022-23,167113644.0,2696250285.0,,BPDC 2023-24.pdf
teesta solar ltd (200mw),Teesta Solar Ltd. (200MW),ipp,FY2023-24,351824453.0,5878785933.0,Y,BPDC 2023-24.pdf
teesta solar ltd (200mw),Teesta Solar Ltd. (200MW),ipp,FY2024-25,352679854.0,6401698727.0,Y,BPDB 2024-25.pdf
total import,Total Import,india,FY2019-20,6689207555.0,40171296679.0,,BPDB 2020-21.pdf
total import,Total Import,india,FY2020-21,8128888573.0,47129144480.0,Y,BPDB 2020-21.pdf
total import,Total Import,india,FY2021-22,7644355365.0,46732066500.0,,BPDB 2022-23.pdf
total import,Total Import,india,FY2022-23,10515468206.0,92234115635.0,Y,BPDB 2022-23.pdf
total public co. (code no. 616),Total Public Co. (Code No. 616),public,FY2019-20,17265860037.0,66716719282.0,,BPDB 2020-21.pdf
total public co. (code no. 616),Total Public Co. (Code No. 616),public,FY2020-21,16106312544.0,69170328105.0,Y,BPDB 2020-21.pdf
united - anawara (300mw),United - Anawara (300MW),ipp,FY2019-20,810582644.0,10113893939.0,,BPDB 2020-21.pdf
united - anawara (300mw),United - Anawara (300MW),ipp,FY2020-21,1195998078.0,13588011751.0,Y,BPDB 2020-21.pdf
united - anawara (300mw),United - Anawara (300MW),ipp,FY2021-22,1677406561.0,27943395632.0,,BPDB 2022-23.pdf
united - anawara (300mw),United - Anawara (300MW),ipp,FY2022-23,1016880349.0,20242078979.0,Y,BPDB 2022-23.pdf
united - anawara (300mw),United - Anawara (300MW),ipp,FY2023-24,503704266.0,13886459057.0,Y,BPDC 2023-24.pdf
united - anawara (300mw),United - Anawara (300MW),ipp,FY2024-25,210585742.0,9694423347.0,Y,BPDB 2024-25.pdf
united ashugang energy ltd,United Ashugang Energy Ltd.,ipp,FY2019-20,342066540.0,3482085887.0,,BPDB 2020-21.pdf
united ashugang energy ltd,United Ashugang Energy Ltd.,ipp,FY2020-21,145638508.0,3206663461.0,Y,BPDB 2020-21.pdf
united ashugang energy ltd,United Ashugang Energy Ltd.,ipp,FY2021-22,259236429.0,2895092642.0,,BPDB 2022-23.pdf
united ashugang energy ltd,United Ashugang Energy Ltd.,ipp,FY2022-23,357464994.0,4532341541.0,Y,BPDB 2022-23.pdf
united ashugang energy ltd,United Ashugang Energy Ltd.,ipp,FY2023-24,231047122.0,4680811174.0,Y,BPDC 2023-24.pdf
united ashugang energy ltd,United Ashugang Energy Ltd.,ipp,FY2024-25,847620418.0,7716563862.0,Y,BPDB 2024-25.pdf
united jamalpur 200mw,United Jamalpur 200MW,ipp,FY2019-20,435503268.0,5345969591.0,,BPDB 2020-21.pdf
united jamalpur 200mw,United Jamalpur 200MW,ipp,FY2020-21,538471740.0,6669811635.0,Y,BPDB 2020-21.pdf
united jamalpur 200mw,United Jamalpur 200MW,ipp,FY2021-22,627954216.0,10830596553.0,,BPDB 2022-23.pdf
united jamalpur 200mw,United Jamalpur 200MW,ipp,FY2022-23,505753332.0,10034699996.0,Y,BPDB 2022-23.pdf
united jamalpur 200mw,United Jamalpur 200MW,ipp,FY2023-24,343669680.0,8387156735.0,Y,BPDC 2023-24.pdf
united jamalpur 200mw,United Jamalpur 200MW,ipp,FY2024-25,458543388.0,11013676146.0,Y,BPDB 2024-25.pdf
united mymensingh power ltd (200mw),United Mymensingh Power Ltd. (200MW),ipp,FY2019-20,507801840.0,6075281810.0,,BPDB 2020-21.pdf
united mymensingh power ltd (200mw),United Mymensingh Power Ltd. (200MW),ipp,FY2020-21,1019821200.0,11669327634.0,Y,BPDB 2020-21.pdf
united mymensingh power ltd (200mw),United Mymensingh Power Ltd. (200MW),ipp,FY2021-22,1052002800.0,17447304343.0,,BPDB 2022-23.pdf
united mymensingh power ltd (200mw),United Mymensingh Power Ltd. (200MW),ipp,FY2022-23,661459680.0,13813967008.0,Y,BPDB 2022-23.pdf
united mymensingh power ltd (200mw),United Mymensingh Power Ltd. (200MW),ipp,FY2023-24,449295840.0,10951695534.0,Y,BPDC 2023-24.pdf
united mymensingh power ltd (200mw),United Mymensingh Power Ltd. (200MW),ipp,FY2024-25,738108480.0,18416575451.0,Y,BPDB 2024-25.pdf
united payra (150mw),United Payra (150MW),ipp,FY2021-22,76919436.0,2502197530.0,,BPDB 2022-23.pdf
united payra (150mw),United Payra (150MW),ipp,FY2022-23,132521484.0,4652276044.0,Y,BPDB 2022-23.pdf
united payra (150mw),United Payra (150MW),ipp,FY2023-24,142475832.0,4807878001.0,Y,BPDC 2023-24.pdf
united payra (150mw),United Payra (150MW),ipp,FY2024-25,148774812.0,5018791789.0,Y,BPDB 2024-25.pdf
united power generation & distribution,United Power Generation & Distribution,ipp,FY2019-20,220248960.0,733501951.0,,BPDB 2020-21.pdf
united power generation & distribution,United Power Generation & Distribution,ipp,FY2020-21,205400640.0,671909952.0,Y,BPDB 2020-21.pdf
united power generation & distribution,United Power Generation & Distribution,ipp,FY2021-22,193143360.0,642881762.0,,BPDB 2022-23.pdf
united power generation & distribution,United Power Generation & Distribution,ipp,FY2022-23,156985440.0,456618481.0,Y,BPDB 2022-23.pdf
united power generation & distribution,United Power Generation & Distribution,ipp,FY2023-24,172986000.0,607328738.0,Y,BPDC 2023-24.pdf
united power generation & distribution,United Power Generation & Distribution,ipp,FY2024-25,184236960.0,1635276165.0,Y,BPDB 2024-25.pdf
us-dk green energy (bd) ltd (60 mw),US-DK Green Energy (BD) Ltd. (60 MW),ipp,FY2022-23,0.0,0.0,,BPDC 2023-24.pdf
us-dk green energy (bd) ltd (60 mw),US-DK Green Energy (BD) Ltd. (60 MW),ipp,FY2023-24,33568891.0,462373641.0,Y,BPDC 2023-24.pdf
us-dk green energy (bd) ltd (60 mw),US-DK Green Energy (BD) Ltd. (60 MW),ipp,FY2024-25,98505557.0,1428661089.0,Y,BPDB 2024-25.pdf
"venture energy, bhola","VENTURE ENERGY, BHOLA",rental,FY2019-20,172416822.0,684018417.0,,BPDB 2020-21.pdf
"venture energy, bhola","VENTURE ENERGY, BHOLA",rental,FY2020-21,199537974.0,796370803.0,Y,BPDB 2020-21.pdf
"venture energy, bhola","Venture Energy, Bhola",rental,FY2021-22,189564498.0,672491504.0,,BPDB 2022-23.pdf
"venture energy, bhola","Venture Energy, Bhola",rental,FY2022-23,179066743.0,1107705570.0,Y,BPDB 2022-23.pdf
"venture energy, bhola","Venture Energy, Bhola",rental,FY2023-24,122422442.0,915157765.0,Y,BPDC 2023-24.pdf
"venture energy, bhola","Venture Energy, Bhola",rental,FY2024-25,58391534.0,391812274.0,Y,BPDB 2024-25.pdf
zodiac power ctg. ltd,Zodiac Power Ctg. Ltd.,ipp,FY2019-20,36177063.0,922527587.0,,BPDB 2020-21.pdf
zodiac power ctg. ltd,Zodiac Power Ctg. Ltd.,ipp,FY2020-21,276762524.0,3085394329.0,Y,BPDB 2020-21.pdf
zodiac power ctg. ltd,Zodiac Power Ctg. Ltd.,ipp,FY2021-22,320369811.0,5029347420.0,,BPDB 2022-23.pdf
zodiac power ctg. ltd,Zodiac Power Ctg. Ltd.,ipp,FY2022-23,240836106.0,4598778854.0,Y,BPDB 2022-23.pdf
zodiac power ctg. ltd,Zodiac Power Ctg. Ltd.,ipp,FY2023-24,114576648.0,3112034306.0,Y,BPDC 2023-24.pdf
zodiac power ctg. ltd,Zodiac Power Ctg. Ltd.,ipp,FY2024-25,79886598.0,2662699646.0,Y,BPDB 2024-25.pdf
