producer_key,producer,purchase_class,fy,kwh,bdt,audited_column,source_doc
confidence power ltd - rangpur (113mw),Confidence Power Ltd. - Rangpur (113MW),ipp,FY2023-24,248621098.0,6453942714.0,Y,BPDC 2023-24.pdf
confidence power ltd - rangpur (113mw),Confidence Power Ltd. - Rangpur (113MW),ipp,FY2024-25,323570957.0,8092369280.0,Y,BPDB 2024-25.pdf
"desh cambridge, kumergoan","DESH CAMBRIDGE, KUMERGOAN",rental,FY2019-20,64287123.0,236886291.0,,BPDB 2020-21.pdf
"desh cambridge, kumergoan","DESH CAMBRIDGE, KUMERGOAN",rental,FY2020-21,61412951.0,235977144.0,Y,BPDB 2020-21.pdf
"desh cambridge, kumergoan","Desh Cambridge, Kumergoan",rental,FY2021-22,75345178.0,273009147.0,,BPDB 2022-23.pdf
"desh cambridge, kumergoan","Desh Cambridge, Kumergoan",rental,FY2022-23,81129610.0,390162506.0,Y,BPDB 2022-23.pdf
"desh cambridge, kumergoan","Desh Cambridge, Kumergoan",rental,FY2023-24,58718311.0,382152334.0,Y,BPDC 2023-24.pdf
"desh cambridge, kumergoan","Desh Cambridge, Kumergoan",rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
desh energy chandpur power company ltd,Desh Energy Chandpur Power Company Ltd.,ipp,FY2019-20,352369138.0,5811857467.0,,BPDB 2020-21.pdf
desh energy chandpur power company ltd,Desh Energy Chandpur Power Company Ltd.,ipp,FY2020-21,535499933.0,7266737367.0,Y,BPDB 2020-21.pdf
desh energy chandpur power company ltd,Desh Energy Chandpur Power Company Ltd.,ipp,FY2021-22,752048193.0,12934344889.0,,BPDB 2022-23.pdf
desh energy chandpur power company ltd,Desh Energy Chandpur Power Company Ltd.,ipp,FY2022-23,591426293.0,12127923477.0,Y,BPDB 2022-23.pdf
desh energy chandpur power company ltd,Desh Energy Chandpur Power Company Ltd.,ipp,FY2023-24,335632382.0,9216675150.0,Y,BPDC 2023-24.pdf
desh energy chandpur power company ltd,Desh Energy Chandpur Power Company Ltd.,ipp,FY2024-25,667065512.0,16109773345.0,Y,BPDB 2024-25.pdf
desh energy hatiya power company ltd (5mw),Desh Energy Hatiya Power Company Limited (5MW),ipp,FY2022-23,6079530.0,150996668.0,,BPDC 2023-24.pdf
desh energy hatiya power company ltd (5mw),Desh Energy Hatiya Power Company Limited (5MW),ipp,FY2023-24,19418087.0,466283814.0,Y,BPDC 2023-24.pdf
desh energy hatiya power company ltd (5mw),Desh Energy Hatiya Power Company Limited (5MW),ipp,FY2024-25,25448882.0,627986906.0,Y,BPDB 2024-25.pdf
dhaka northern power ltd,Dhaka Northern Power Limited,ipp,FY2022-23,218947701.0,4052794642.0,,BPDC 2023-24.pdf
dhaka northern power ltd,Dhaka Northern Power Limited,ipp,FY2023-24,111082984.0,2683259962.0,Y,BPDC 2023-24.pdf
dhaka northern power ltd,Dhaka Northern Power Limited,ipp,FY2024-25,135992033.0,3374447457.0,Y,BPDB 2024-25.pdf
dhaka southern power ltd,Dhaka Southern Power Limited,ipp,FY2022-23,198144857.0,4057804394.0,,BPDC 2023-24.pdf
dhaka southern power ltd,Dhaka Southern Power Limited,ipp,FY2023-24,103371936.0,2688367201.0,Y,BPDC 2023-24.pdf
dhaka southern power ltd,Dhaka Southern Power Limited,ipp,FY2024-25,116257483.0,3049113274.0,Y,BPDB 2024-25.pdf
digital power & associates ltd,Digital Power & Associates Ltd.,ipp,FY2019-20,228469691.0,2686001914.0,,BPDB 2020-21.pdf
digital power & associates ltd,Digital Power & Associates Ltd.,ipp,FY2020-21,325564002.0,3736039993.0,Y,BPDB 2020-21.pdf
digital power & associates ltd,Digital Power & Associates Ltd.,ipp,FY2021-22,440988642.0,7478876342.0,,BPDB 2022-23.pdf
digital power & associates ltd,Digital Power & Associates Ltd.,ipp,FY2022-23,289381190.0,5814735402.0,Y,BPDB 2022-23.pdf
digital power & associates ltd,Digital Power & Associates Ltd.,ipp,FY2023-24,225291006.0,5285379024.0,Y,BPDC 2023-24.pdf
digital power & associates ltd,Digital Power & Associates Ltd.,ipp,FY2024-25,79920529.0,2986278238.0,Y,BPDB 2024-25.pdf
doreen northern power ltd,Doreen Northern Power Limited,ipp,FY2019-20,151070207.0,1867971877.0,,BPDB 2020-21.pdf
doreen northern power ltd,Doreen Northern Power Limited,ipp,FY2020-21,231844112.0,2641124870.0,Y,BPDB 2020-21.pdf
doreen northern power ltd,Doreen Northern Power Limited,ipp,FY2021-22,297602757.0,4903100529.0,,BPDB 2022-23.pdf
doreen northern power ltd,Doreen Northern Power Limited,ipp,FY2022-23,218947701.0,4052794642.0,Y,BPDB 2022-23.pdf
doreen power generation & system ltd- tangail,Doreen Power Generation & System Ltd.- Tangail,ipp,FY2019-20,143404572.0,418599224.0,,BPDB 2020-21.pdf
doreen power generation & system ltd- tangail,Doreen Power Generation & System Ltd.- Tangail,ipp,FY2020-21,151198828.0,432331158.0,Y,BPDB 2020-21.pdf
doreen power generation & system ltd- tangail,Doreen Power Generation & System Ltd.- Tangail,ipp,FY2021-22,156351263.0,462019663.0,,BPDB 2022-23.pdf
doreen power generation & system ltd- tangail,Doreen Power Generation & System Ltd.- Tangail,ipp,FY2022-23,126435012.0,543940155.0,Y,BPDB 2022-23.pdf
doreen power generation & system ltd- tangail,Doreen Power Generation & System Ltd.- Tangail,ipp,FY2023-24,50266292.0,314375888.0,Y,BPDC 2023-24.pdf
doreen power generation & system ltd- tangail,Doreen Power Generation & System Ltd.- Tangail,ipp,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
doreen power generation & system ltd-feni,Doreen Power Generation & System Ltd.-Feni,ipp,FY2019-20,141279396.0,415324790.0,,BPDB 2020-21.pdf
doreen power generation & system ltd-feni,Doreen Power Generation & System Ltd.-Feni,ipp,FY2020-21,160004772.0,459479489.0,Y,BPDB 2020-21.pdf
doreen power generation & system ltd-feni,Doreen Power Generation & System Ltd.-Feni,ipp,FY2021-22,161137638.0,467524474.0,,BPDB 2022-23.pdf
doreen power generation & system ltd-feni,Doreen Power Generation & System Ltd.-Feni,ipp,FY2022-23,152664911.0,588824216.0,Y,BPDB 2022-23.pdf
doreen power generation & system ltd-feni,Doreen Power Generation & System Ltd.-Feni,ipp,FY2023-24,95112204.0,463542813.0,Y,BPDC 2023-24.pdf
doreen power generation & system ltd-feni,Doreen Power Generation & System Ltd.-Feni,ipp,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
doreen southern power ltd,Doreen Southern Power Limited,ipp,FY2019-20,110210738.0,1587720218.0,,BPDB 2020-21.pdf
doreen southern power ltd,Doreen Southern Power Limited,ipp,FY2020-21,237896381.0,2684321524.0,Y,BPDB 2020-21.pdf
doreen southern power ltd,Doreen Southern Power Limited,ipp,FY2021-22,311143774.0,5040225092.0,,BPDB 2022-23.pdf
doreen southern power ltd,Doreen Southern Power Limited,ipp,FY2022-23,198144857.0,4057804394.0,Y,BPDB 2022-23.pdf
dutch bangla power & associates ltd,DUTCH BANGLA POWER & ASSOCIATES LTD.,rental,FY2019-20,188221250.0,2785839895.0,,BPDB 2020-21.pdf
dutch bangla power & associates ltd,DUTCH BANGLA POWER & ASSOCIATES LTD.,rental,FY2020-21,366362581.0,4588701719.0,Y,BPDB 2020-21.pdf
dutch bangla power & associates ltd,Dutch Bangla Power & Associates Ltd.,rental,FY2021-22,161026042.0,3250631030.0,,BPDB 2022-23.pdf
dutch bangla power & associates ltd,Dutch Bangla Power & Associates Ltd.,rental,FY2022-23,287343735.0,5571914427.0,Y,BPDB 2022-23.pdf
dutch bangla power & associates ltd,Dutch Bangla Power & Associates Ltd.,rental,FY2023-24,111451930.0,2410390467.0,Y,BPDC 2023-24.pdf
dutch bangla power & associates ltd,Dutch Bangla Power & Associates Ltd.,rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
dynamic sun energy private ltd,Dynamic Sun Energy Private Limited,ipp,FY2023-24,0.0,0.0,,BPDB 2024-25.pdf
dynamic sun energy private ltd,Dynamic Sun Energy Private Limited,ipp,FY2024-25,140692847.0,2048133175.0,Y,BPDB 2024-25.pdf
ecpv power ltd,ECPV Power Ltd.,ipp,FY2019-20,177963288.0,2602765227.0,,BPDB 2020-21.pdf
ecpv power ltd,ECPV Power Ltd.,ipp,FY2020-21,190254480.0,2569220856.0,Y,BPDB 2020-21.pdf
ecpv power ltd,ECPV Power Ltd.,ipp,FY2021-22,407101368.0,7158148504.0,,BPDB 2022-23.pdf
ecpv power ltd,ECPV Power Ltd.,ipp,FY2022-23,85806552.0,2829340172.0,Y,BPDB 2022-23.pdf
ecpv power ltd,ECPV Power Ltd.,ipp,FY2023-24,62737128.0,2645365575.0,Y,BPDC 2023-24.pdf
egcb ltd (210x2) mw,EGCB Ltd. (210X2) MW,public,FY2019-20,278915352.0,2263261009.0,,BPDB 2020-21.pdf
egcb ltd (210x2) mw,EGCB Ltd. (210X2) MW,public,FY2020-21,563946120.0,2694566404.0,Y,BPDB 2020-21.pdf
egcb ltd (210x2) mw,EGCB Ltd. (210X2) MW,public,FY2022-23,303186086.0,3038793298.0,,BPDC 2023-24.pdf
egcb ltd (210x2) mw,EGCB Ltd. (210X2) MW,public,FY2023-24,322015796.0,3198751699.0,Y,BPDC 2023-24.pdf
egcb ltd (360) mw,EGCB Ltd. (360) MW,public,FY2019-20,926684819.0,3260352289.0,,BPDB 2020-21.pdf
egcb ltd (360) mw,EGCB Ltd. (360) MW,public,FY2020-21,1039616357.0,3656399175.0,Y,BPDB 2020-21.pdf
egcb ltd (360) mw,EGCB Ltd. (360) MW,public,FY2022-23,889535033.0,6078360206.0,,BPDC 2023-24.pdf
egcb ltd (360) mw,EGCB Ltd. (360) MW,public,FY2023-24,2040540091.0,11691414898.0,Y,BPDC 2023-24.pdf
egcb ltd (412) mw,EGCB Ltd. (412) MW,public,FY2019-20,2783382126.0,6122051191.0,,BPDB 2020-21.pdf
egcb ltd (412) mw,EGCB Ltd. (412) MW,public,FY2020-21,1803485796.0,5421654625.0,Y,BPDB 2020-21.pdf
egcb ltd (412) mw,EGCB Ltd. (412) MW,public,FY2022-23,2932454664.0,8805577919.0,,BPDC 2023-24.pdf
egcb ltd (412) mw,EGCB Ltd. (412) MW,public,FY2023-24,3111294204.0,13311205529.0,Y,BPDC 2023-24.pdf
egcb ltd(210x2)mw,EGCB Ltd.(210X2)MW,public,FY2021-22,116096664.0,1631192273.0,,BPDB 2022-23.pdf
egcb ltd(210x2)mw,EGCB Ltd.(210X2)MW,public,FY2022-23,303186086.0,3038793298.0,Y,BPDB 2022-23.pdf
egcb ltd(210x2)mw,EGCB Ltd.(210X2)MW,public,FY2023-24,322015796.0,3198751699.0,,BPDB 2024-25.pdf
egcb ltd(210x2)mw,EGCB Ltd.(210X2)MW,public,FY2024-25,106214754.0,2259085051.0,Y,BPDB 2024-25.pdf
egcb ltd(335)mw,EGCB Ltd.(335)MW,public,FY2023-24,2040540091.0,11691414898.0,,BPDB 2024-25.pdf
egcb ltd(335)mw,EGCB Ltd.(335)MW,public,FY2024-25,2216332886.0,13334464614.0,Y,BPDB 2024-25.pdf
egcb ltd(360)mw,EGCB Ltd.(360)MW,public,FY2021-22,1419204804.0,5958406989.0,,BPDB 2022-23.pdf
egcb ltd(360)mw,EGCB Ltd.(360)MW,public,FY2022-23,889535033.0,6078360206.0,Y,BPDB 2022-23.pdf
egcb ltd(412)mw,EGCB Ltd.(412)MW,public,FY2021-22,1981733402.0,4954975092.0,,BPDB 2022-23.pdf
egcb ltd(412)mw,EGCB Ltd.(412)MW,public,FY2022-23,2932454664.0,8805577919.0,Y,BPDB 2022-23.pdf
egcb ltd(412)mw,EGCB Ltd.(412)MW,public,FY2023-24,3111294204.0,13311205529.0,,BPDB 2024-25.pdf
egcb ltd(412)mw,EGCB Ltd.(412)MW,public,FY2024-25,3137268240.0,14374078404.0,Y,BPDB 2024-25.pdf
egcb sonagazi 75mw,EGCB Sonagazi 75MW,ipp,FY2023-24,0.0,0.0,,BPDB 2024-25.pdf
egcb sonagazi 75mw,EGCB Sonagazi 75MW,ipp,FY2024-25,135630578.0,1213717349.0,Y,BPDB 2024-25.pdf
energon renewables (bd) ltd 100mw - mongla,Energon Renewables (BD) Limited 100MW - Mongla,ipp,FY2021-22,95298710.0,1154337981.0,,BPDB 2022-23.pdf
energon renewables (bd) ltd 100mw - mongla,Energon Renewables (BD) Limited 100MW - Mongla,ipp,FY2022-23,185883843.0,2685850655.0,Y,BPDB 2022-23.pdf
energon renewables (bd) ltd 100mw - mongla,Energon Renewables (BD) Limited 100MW - Mongla,ipp,FY2023-24,175636848.0,2703496118.0,Y,BPDC 2023-24.pdf
energon renewables (bd) ltd 100mw - mongla,Energon Renewables (BD) Limited 100MW - Mongla,ipp,FY2024-25,174111857.0,2910835552.0,Y,BPDB 2024-25.pdf
"energyprima, bogra","ENERGYPRIMA, BOGRA",rental,FY2019-20,78662952.0,283738154.0,,BPDB 2020-21.pdf
"energyprima, bogra","ENERGYPRIMA, BOGRA",rental,FY2020-21,27878796.0,96666127.0,Y,BPDB 2020-21.pdf
"energyprima, fenchugonj","ENERGYPRIMA, FENCHUGONJ",rental,FY2019-20,307712992.0,1112358546.0,,BPDB 2020-21.pdf
"energyprima, fenchugonj","ENERGYPRIMA, FENCHUGONJ",rental,FY2020-21,208743147.0,681674489.0,Y,BPDB 2020-21.pdf
"energyprima, fenchugonj","Energyprima, Fenchugonj",rental,FY2021-22,48318547.0,146415205.0,,BPDB 2022-23.pdf
"energyprima, fenchugonj","Energyprima, Fenchugonj",rental,FY2022-23,245525607.0,1153905588.0,Y,BPDB 2022-23.pdf
"energyprima, fenchugonj","Energyprima, Fenchugonj",rental,FY2023-24,252303665.0,1541086004.0,Y,BPDC 2023-24.pdf
"energyprima, fenchugonj","Energyprima, Fenchugonj",rental,FY2024-25,106531953.0,695695007.0,Y,BPDB 2024-25.pdf
"energyprima, kumargaon","Energyprima, Kumargaon",rental,FY2021-22,41095560.0,119125405.0,,BPDB 2022-23.pdf
"energyprima, kumargaon","Energyprima, Kumargaon",rental,FY2022-23,54471500.0,165805060.0,Y,BPDB 2022-23.pdf
"energyprima, kumargaon","Energyprima, Kumargaon",rental,FY2023-24,0.0,0.0,Y,BPDC 2023-24.pdf
"energyprima, kumargaon","Energyprima, Kumargaon",rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
engreen solar,Engreen Solar,ipp,FY2019-20,3860015.0,62075299.0,,BPDB 2020-21.pdf
engreen solar,Engreen Solar,ipp,FY2020-21,3944220.0,63523756.0,Y,BPDB 2020-21.pdf
engreen solar,Engreen Solar,ipp,FY2021-22,3997213.0,65644538.0,,BPDB 2022-23.pdf
engreen solar,Engreen Solar,ipp,FY2022-23,4169099.0,82652029.0,Y,BPDB 2022-23.pdf
engreen solar,Engreen Solar,ipp,FY2023-24,3893767.0,82226611.0,Y,BPDC 2023-24.pdf
engreen solar,Engreen Solar,ipp,FY2024-25,3934721.0,89534045.0,Y,BPDB 2024-25.pdf
epv power ltd,EPV Power Ltd.,ipp,FY2023-24,62737128.0,2645365575.0,,BPDB 2024-25.pdf
epv power ltd,EPV Power Ltd.,ipp,FY2024-25,69904920.0,3004960251.0,Y,BPDB 2024-25.pdf
epv thakurgoan ltd (115mw),EPV Thakurgoan Limited (115MW),ipp,FY2021-22,191362182.0,3406841241.0,,BPDB 2022-23.pdf
epv thakurgoan ltd (115mw),EPV Thakurgoan Limited (115MW),ipp,FY2022-23,366860352.0,7888172208.0,Y,BPDB 2022-23.pdf
epv thakurgoan ltd (115mw),EPV Thakurgoan Limited (115MW),ipp,FY2023-24,257944128.0,6394148977.0,Y,BPDC 2023-24.pdf
epv thakurgoan ltd (115mw),EPV Thakurgoan Limited (115MW),ipp,FY2024-25,346019921.0,8400245141.0,Y,BPDB 2024-25.pdf
gbb power ltd,Gbb Power Ltd.,rental,FY2021-22,167469576.0,685508842.0,,BPDB 2022-23.pdf
gbb power ltd,Gbb Power Ltd.,rental,FY2022-23,147841848.0,872758548.0,Y,BPDB 2022-23.pdf
gbb power ltd,Gbb Power Ltd.,rental,FY2023-24,0.0,0.0,Y,BPDC 2023-24.pdf
gbb power ltd,Gbb Power Ltd.,rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
"gbb power ltd. 167,490,216 656,939,574","GBB POWER LTD. 167,490,216 656,939,574",rental,FY2019-20,133166952.0,0.0,,BPDB 2020-21.pdf
"gbb power ltd. 167,490,216 656,939,574","GBB POWER LTD. 167,490,216 656,939,574",rental,FY2020-21,0.0,579797403.0,Y,BPDB 2020-21.pdf
haripur power ltd,Haripur Power Ltd.,ipp,FY2019-20,2585723830.0,4082364590.0,,BPDB 2020-21.pdf
haripur power ltd,Haripur Power Ltd.,ipp,FY2020-21,2315379010.0,3878445190.0,Y,BPDB 2020-21.pdf
haripur power ltd,Haripur Power Ltd.,ipp,FY2021-22,1919174000.0,3267873587.0,,BPDB 2022-23.pdf
haripur power ltd,Haripur Power Ltd.,ipp,FY2022-23,2370597850.0,6249378037.0,Y,BPDB 2022-23.pdf
haripur power ltd,Haripur Power Ltd.,ipp,FY2023-24,1081853610.0,3871234143.0,Y,BPDC 2023-24.pdf
haripur power ltd,Haripur Power Ltd.,ipp,FY2024-25,0.0,502765.0,Y,BPDB 2024-25.pdf
hdfc sinpower ltd (50mw),HDFC SinPower Ltd. (50MW),ipp,FY2021-22,92430240.0,1358708897.0,,BPDB 2022-23.pdf
hdfc sinpower ltd (50mw),HDFC SinPower Ltd. (50MW),ipp,FY2022-23,0.0,0.0,Y,BPDB 2022-23.pdf
hdfc sinpower ltd (50mw),HDFC SinPower Ltd. (50MW),ipp,FY2023-24,90091736.0,1705133620.0,Y,BPDC 2023-24.pdf
hdfc sinpower ltd (50mw),HDFC SinPower Ltd. (50MW),ipp,FY2024-25,90665328.0,1863696401.0,Y,BPDB 2024-25.pdf
hf power company ltd,HF Power Company Limited,ipp,FY2019-20,115725246.0,1559483281.0,,BPDB 2020-21.pdf
hf power company ltd,HF Power Company Limited,ipp,FY2020-21,551060311.0,5951666116.0,Y,BPDB 2020-21.pdf
hf power company ltd,HF Power Company Limited,ipp,FY2021-22,577999758.0,8906890033.0,,BPDB 2022-23.pdf
hf power company ltd,HF Power Company Limited,ipp,FY2022-23,351069012.0,7647555852.0,Y,BPDB 2022-23.pdf
hf power company ltd,HF Power Company Limited,ipp,FY2023-24,247750062.0,6305415677.0,Y,BPDC 2023-24.pdf
hf power company ltd,HF Power Company Limited,ipp,FY2024-25,221018305.0,6175722847.0,Y,BPDB 2024-25.pdf
ielconsourtium & associates,IELCONSOURTIUM & ASSOCIATES,rental,FY2019-20,193301761.0,2815677934.0,,BPDB 2020-21.pdf
ielconsourtium & associates,IELCONSOURTIUM & ASSOCIATES,rental,FY2020-21,270990720.0,3813956693.0,Y,BPDB 2020-21.pdf
intraco solar power ltd (30mw),Intraco Solar Power Ltd. (30MW),ipp,FY2022-23,49996280.0,854016657.0,,BPDC 2023-24.pdf
intraco solar power ltd (30mw),Intraco Solar Power Ltd. (30MW),ipp,FY2023-24,59149472.0,1052853086.0,Y,BPDC 2023-24.pdf
intraco solar power ltd (30mw),Intraco Solar Power Ltd. (30MW),ipp,FY2024-25,60694184.0,1171926775.0,Y,BPDB 2024-25.pdf
kamchan purbachal power generation ltd (55mw),Kamchan Purbachal Power Generation Limited (55MW),ipp,FY2021-22,190009188.0,3183850656.0,,BPDB 2022-23.pdf
kamchan purbachal power generation ltd (55mw),Kamchan Purbachal Power Generation Limited (55MW),ipp,FY2022-23,210104633.0,3962076722.0,Y,BPDB 2022-23.pdf
kanchan purbachal power generation ltd (55mw),Kanchan Purbachal Power Generation Limited (55MW),ipp,FY2022-23,210104633.0,3962076722.0,,BPDC 2023-24.pdf
kanchan purbachal power generation ltd (55mw),Kanchan Purbachal Power Generation Limited (55MW),ipp,FY2023-24,108170449.0,2621699553.0,Y,BPDC 2023-24.pdf
kanchan purbachal power generation ltd (55mw),Kanchan Purbachal Power Generation Limited (55MW),ipp,FY2024-25,154966946.0,3444396686.0,Y,BPDB 2024-25.pdf
karnaphuli power ltd,Karnaphuli Power Ltd.,ipp,FY2019-20,40597792.0,1563611789.0,,BPDB 2020-21.pdf
karnaphuli power ltd,Karnaphuli Power Ltd.,ipp,FY2020-21,85058900.0,2177111311.0,Y,BPDB 2020-21.pdf
karnaphuli power ltd,Karnaphuli Power Ltd.,ipp,FY2021-22,693947514.0,10738505984.0,,BPDB 2022-23.pdf
karnaphuli power ltd,Karnaphuli Power Ltd.,ipp,FY2022-23,582870202.0,10646162985.0,Y,BPDB 2022-23.pdf
karnaphuli power ltd,Karnaphuli Power Ltd.,ipp,FY2023-24,276386080.0,6243777481.0,Y,BPDC 2023-24.pdf
karnaphuli power ltd,Karnaphuli Power Ltd.,ipp,FY2024-25,185471053.0,5713047239.0,Y,BPDB 2024-25.pdf
kepz 9.8 mw solar,KEPZ 9.8 MW Solar,ipp,FY2021-22,4013712.0,51897296.0,,BPDB 2022-23.pdf
kepz 9.8 mw solar,KEPZ 9.8 MW Solar,ipp,FY2022-23,0.0,0.0,Y,BPDB 2022-23.pdf
khanjahan ali power ltd,KHANJAHAN ALI POWER LTD.,rental,FY2019-20,91546622.0,1466836454.0,,BPDB 2020-21.pdf
khanjahan ali power ltd,KHANJAHAN ALI POWER LTD.,rental,FY2020-21,92282785.0,1363243262.0,Y,BPDB 2020-21.pdf
khanjahan ali power ltd,Khanjahan Ali Power Ltd.,rental,FY2021-22,29896435.0,586325265.0,,BPDB 2022-23.pdf
khanjahan ali power ltd,Khanjahan Ali Power Ltd.,rental,FY2022-23,51143413.0,1107315887.0,Y,BPDB 2022-23.pdf
khanjahan ali power ltd,Khanjahan Ali Power Ltd.,rental,FY2023-24,22464610.0,490226625.0,Y,BPDC 2023-24.pdf
khanjahan ali power ltd,Khanjahan Ali Power Ltd.,rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
khulna,Khulna,public,FY2019-20,6755128.0,3602950417.0,,BPDB 2020-21.pdf
khulna,Khulna,public,FY2020-21,279080308.0,7770389923.0,Y,BPDB 2020-21.pdf
kpcl -unit-2,KPCL -UNIT-2,rental,FY2019-20,280086325.0,3907312120.0,,BPDB 2020-21.pdf
kpcl -unit-2,KPCL -UNIT-2,rental,FY2020-21,433646409.0,4998784772.0,Y,BPDB 2020-21.pdf
kpcl -unit-2,Kpcl -Unit-2,rental,FY2021-22,107420657.0,2138624001.0,,BPDB 2022-23.pdf
kpcl -unit-2,Kpcl -Unit-2,rental,FY2022-23,198457371.0,4019236677.0,Y,BPDB 2022-23.pdf
kpcl -unit-2,Kpcl -Unit-2,rental,FY2023-24,110588117.0,2319043969.0,Y,BPDC 2023-24.pdf
kpcl -unit-2,Kpcl -Unit-2,rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
kushiara power company ltd,Kushiara Power Company Ltd.,ipp,FY2019-20,1148090686.0,3328431877.0,,BPDB 2020-21.pdf
kushiara power company ltd,Kushiara Power Company Ltd.,ipp,FY2020-21,1065571452.0,3184203020.0,Y,BPDB 2020-21.pdf
kushiara power company ltd,Kushiara Power Company Ltd.,ipp,FY2021-22,1038532925.0,3185653217.0,,BPDB 2022-23.pdf
kushiara power company ltd,Kushiara Power Company Ltd.,ipp,FY2022-23,371388862.0,3035148175.0,Y,BPDB 2022-23.pdf
kushiara power company ltd,Kushiara Power Company Ltd.,ipp,FY2023-24,898885079.0,5423511167.0,Y,BPDC 2023-24.pdf
kushiara power company ltd,Kushiara Power Company Ltd.,ipp,FY2024-25,1160037597.0,7432823374.0,Y,BPDB 2024-25.pdf
lakdhanvi bangla power ltd,Lakdhanvi Bangla Power Ltd.,ipp,FY2019-20,68975144.0,1435248603.0,,BPDB 2020-21.pdf
lakdhanvi bangla power ltd,Lakdhanvi Bangla Power Ltd.,ipp,FY2020-21,159349441.0,2229819012.0,Y,BPDB 2020-21.pdf
lakdhanvi bangla power ltd,Lakdhanvi Bangla Power Ltd.,ipp,FY2021-22,217114112.0,3654069728.0,,BPDB 2022-23.pdf
lakdhanvi bangla power ltd,Lakdhanvi Bangla Power Ltd.,ipp,FY2022-23,107558859.0,2501096744.0,Y,BPDB 2022-23.pdf
lakdhanvi bangla power ltd,Lakdhanvi Bangla Power Ltd.,ipp,FY2023-24,180455386.0,4053605487.0,Y,BPDC 2023-24.pdf
lakdhanvi bangla power ltd,Lakdhanvi Bangla Power Ltd.,ipp,FY2024-25,125648232.0,3188282075.0,Y,BPDB 2024-25.pdf
lanka power ltd - feni,Lanka Power Limited - Feni,ipp,FY2019-20,34679849.0,1082818157.0,,BPDB 2020-21.pdf
lanka power ltd - feni,Lanka Power Limited - Feni,ipp,FY2020-21,193243406.0,2993516085.0,Y,BPDB 2020-21.pdf
lanka power ltd - feni,Lanka Power Limited - Feni,ipp,FY2021-22,329452681.0,5721652913.0,,BPDB 2022-23.pdf
lanka power ltd - feni,Lanka Power Limited - Feni,ipp,FY2022-23,238606811.0,5980298616.0,Y,BPDB 2022-23.pdf
lanka power ltd - feni,Lanka Power Limited - Feni,ipp,FY2023-24,362885518.0,8481433839.0,Y,BPDC 2023-24.pdf
lanka power ltd - feni,Lanka Power Limited - Feni,ipp,FY2024-25,357930634.0,9022389046.0,Y,BPDB 2024-25.pdf
m/s banco energy generation ltd,M/S Banco Energy Generation Ltd.,ipp,FY2019-20,209990340.0,2517495961.0,,BPDB 2020-21.pdf
m/s banco energy generation ltd,M/S Banco Energy Generation Ltd.,ipp,FY2020-21,309349044.0,3548402788.0,Y,BPDB 2020-21.pdf
manikgonj power generations ltd (162mw),Manikgonj Power Generations Limited (162MW),ipp,FY2021-22,1041083049.0,16458006350.0,,BPDB 2022-23.pdf
manikgonj power generations ltd (162mw),Manikgonj Power Generations Limited (162MW),ipp,FY2022-23,484872106.0,10180903490.0,Y,BPDB 2022-23.pdf
manikgonj power generations ltd (162mw),Manikgonj Power Generations Limited (162MW),ipp,FY2023-24,282852288.0,7855896869.0,Y,BPDC 2023-24.pdf
manikgonj power generations ltd (162mw),Manikgonj Power Generations Limited (162MW),ipp,FY2024-25,411947352.0,10540527554.0,Y,BPDB 2024-25.pdf
max power ltd.-ghorasal,MAX POWER LTD.-GHORASAL,rental,FY2019-20,151850141.0,1561450593.0,,BPDB 2020-21.pdf
max power ltd.-ghorasal,MAX POWER LTD.-GHORASAL,rental,FY2020-21,102449279.0,811772815.0,Y,BPDB 2020-21.pdf
meghnaghat power ltd,Meghnaghat Power Ltd.,ipp,FY2019-20,3042188735.0,7702108964.0,,BPDB 2020-21.pdf
meghnaghat power ltd,Meghnaghat Power Ltd.,ipp,FY2020-21,2276324250.0,6238656026.0,Y,BPDB 2020-21.pdf
meghnaghat power ltd,Meghnaghat Power Ltd.,ipp,FY2021-22,2140792000.0,5709336569.0,,BPDB 2022-23.pdf
meghnaghat power ltd,Meghnaghat Power Ltd.,ipp,FY2022-23,2122537049.0,8977102355.0,Y,BPDB 2022-23.pdf
meghnaghat power ltd,Meghnaghat Power Ltd.,ipp,FY2023-24,3008790884.0,13187351320.0,Y,BPDC 2023-24.pdf
meghnaghat power ltd,Meghnaghat Power Ltd.,ipp,FY2024-25,3031318900.0,16139340598.0,Y,BPDB 2024-25.pdf
midland east power company ltd,Midland East Power Company Ltd.,ipp,FY2019-20,196073411.0,3988343214.0,,BPDB 2020-21.pdf
midland east power company ltd,Midland East Power Company Ltd.,ipp,FY2020-21,410347432.0,5106156835.0,Y,BPDB 2020-21.pdf
midland east power company ltd,Midland East Power Company Ltd.,ipp,FY2021-22,858896611.0,13304285799.0,,BPDB 2022-23.pdf
