fy,producer,purchase_class,kwh_cy,kwh_py,bdt_cy,bdt_py,bdt_per_kwh_cy,zero_generation_payment,source_doc
FY2024-25,Lakdhanvi Bangla Power Ltd.,ipp,125648232.0,180455386.0,3188282075.0,4053605487.0,25.3747,,BPDB 2024-25.pdf
FY2024-25,EPV Power Ltd.,ipp,69904920.0,62737128.0,3004960251.0,2645365575.0,42.9864,,BPDB 2024-25.pdf
FY2024-25,ACE Alliance Power Ltd. (149MW) (Summit Gazipur),ipp,564591888.0,414870912.0,13933068773.0,9846377877.0,24.6781,,BPDB 2024-25.pdf
FY2024-25,United Ashugang Energy Ltd.,ipp,847620418.0,231047122.0,7716563862.0,4680811174.0,9.1038,,BPDB 2024-25.pdf
FY2024-25,Summit Bibiyana II Power Company Ltd.,ipp,2371373068.0,2429621804.0,13703888304.0,12618603167.0,5.7789,,BPDB 2024-25.pdf
FY2024-25,Summit Barishal Power Ltd.,ipp,87923232.0,148898304.0,3769013441.0,4664967072.0,42.8671,,BPDB 2024-25.pdf
FY2024-25,Summit Narayangonj Power Unit II Ltd.,ipp,126902069.0,144961726.0,3316490647.0,3609758884.0,26.1343,,BPDB 2024-25.pdf
FY2024-25,Dhaka Southern Power Limited,ipp,116257483.0,103371936.0,3049113274.0,2688367201.0,26.2272,,BPDB 2024-25.pdf
FY2024-25,Dhaka Northern Power Limited,ipp,135992033.0,111082984.0,3374447457.0,2683259962.0,24.8136,,BPDB 2024-25.pdf
FY2024-25,Shahjanullah Power Generation Co. Ltd.,ipp,89833277.0,109628573.0,896423140.0,403831171.0,9.9787,,BPDB 2024-25.pdf
FY2024-25,Engreen Solar,ipp,3934721.0,3893767.0,89534045.0,82226611.0,22.7549,,BPDB 2024-25.pdf
FY2024-25,Kushiara Power Company Ltd.,ipp,1160037597.0,898885079.0,7432823374.0,5423511167.0,6.4074,,BPDB 2024-25.pdf
FY2024-25,Banco Energy Generation Ltd.,ipp,130769928.0,92280024.0,3727437389.0,2745703155.0,28.5038,,BPDB 2024-25.pdf
FY2024-25,Bangla Track Power Company Ltd.,ipp,0.0,0.0,3333334.0,0.0,,Y,BPDB 2024-25.pdf
FY2024-25,Bangla Track Power Company Ltd. (Unit-2),ipp,0.0,0.0,1475986.0,0.0,,Y,BPDB 2024-25.pdf
FY2024-25,Aggreko Energy Solution Ltd. - Aorahati (100MW),ipp,0.0,0.0,505341.0,1725.0,,Y,BPDB 2024-25.pdf
FY2024-25,Aggreko Energy Solution Ltd. - Bhahmangoan (100MW),ipp,0.0,0.0,16783046.0,0.0,,Y,BPDB 2024-25.pdf
FY2024-25,APR Energy 300MW,ipp,0.0,43968055.0,0.0,2008871669.0,,,BPDB 2024-25.pdf
FY2024-25,Barisal Electric Power Company Ltd.,ipp,1861828704.0,1250109917.0,24984280055.0,15612924229.0,13.4192,,BPDB 2024-25.pdf
FY2024-25,United Mymensingh Power Ltd. (200MW),ipp,738108480.0,449295840.0,18416575451.0,10951695534.0,24.951,,BPDB 2024-25.pdf
FY2024-25,Technaf Solartech Energy Ltd. (20MW),ipp,35974312.0,37231505.0,606530853.0,577125604.0,16.8601,,BPDB 2024-25.pdf
FY2024-25,Acron Infracture Service Ltd. (Unit-3),ipp,283623974.0,174014774.0,7012206130.0,4694186768.0,24.7236,,BPDB 2024-25.pdf
FY2024-25,Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,2829495128.0,2931577074.0,18926070643.0,16884204103.0,6.6889,,BPDB 2024-25.pdf
FY2024-25,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,0.0,16971742.0,23870000.0,3641361431.0,,Y,BPDB 2024-25.pdf
FY2024-25,Orion Power Rupsha Ltd. - Khulna (105MW),ipp,86818944.0,189484112.0,3518585003.0,4835955072.0,40.5278,,BPDB 2024-25.pdf
FY2024-25,Desh Energy Chandpur Power Company Ltd.,ipp,667065512.0,335632382.0,16109773345.0,9216675150.0,24.1502,,BPDB 2024-25.pdf
FY2024-25,Midland East Power Company Ltd.,ipp,301714167.0,175652589.0,8042474184.0,5464206819.0,26.6559,,BPDB 2024-25.pdf
FY2024-25,Baraka Shikalbaha Power Ltd. (105MW),ipp,191317077.0,199870107.0,5479075601.0,5313189953.0,28.6387,,BPDB 2024-25.pdf
FY2024-25,Confidence Power Ltd. - Rangpur (113MW),ipp,323570957.0,248621098.0,8092369280.0,6453942714.0,25.0096,,BPDB 2024-25.pdf
FY2024-25,Confidence Power Ltd. (Unit-1) - Bogra,ipp,202735104.0,209827392.0,6123300491.0,5819386142.0,30.2035,,BPDB 2024-25.pdf
FY2024-25,Confidence Power Ltd. (Unit-2) - Bogra,ipp,239124672.0,211130496.0,6899327374.0,6075475987.0,28.8524,,BPDB 2024-25.pdf
FY2024-25,United Jamalpur 200MW,ipp,458543388.0,343669680.0,11013676146.0,8387156735.0,24.0188,,BPDB 2024-25.pdf
FY2024-25,Sympa Solar Power Limited,ipp,12685966.0,12536809.0,199718143.0,181582464.0,15.7432,,BPDB 2024-25.pdf
FY2024-25,Teesta Solar Ltd. (200MW),ipp,352679854.0,351824453.0,6401698727.0,5878785933.0,18.1516,,BPDB 2024-25.pdf
FY2024-25,Intraco Solar Power Ltd. (30MW),ipp,60694184.0,59149472.0,1171926775.0,1052853086.0,19.3087,,BPDB 2024-25.pdf
FY2024-25,RPCL - Gazipur (105MW),ipp,283865836.0,270875985.0,6800857629.0,6709884206.0,23.958,,BPDB 2024-25.pdf
FY2024-25,United - Anawara (300MW),ipp,210585742.0,503704266.0,9694423347.0,13886459057.0,46.0355,,BPDB 2024-25.pdf
FY2024-25,Zodiac Power Ctg. Ltd.,ipp,79886598.0,114576648.0,2662699646.0,3112034306.0,33.331,,BPDB 2024-25.pdf
FY2024-25,Karnaphuli Power Ltd.,ipp,185471053.0,276386080.0,5713047239.0,6243777481.0,30.8029,,BPDB 2024-25.pdf
FY2024-25,Lanka Power Limited - Feni,ipp,357930634.0,362885518.0,9022389046.0,8481433839.0,25.2071,,BPDB 2024-25.pdf
FY2024-25,HF Power Company Limited,ipp,221018305.0,247750062.0,6175722847.0,6305415677.0,27.9421,,BPDB 2024-25.pdf
FY2024-25,Bangladsh -China Power Company (Pvt.) Ltd. 1320MW,ipp,7936894988.0,7548736927.0,115709855539.0,89317338419.0,14.5787,,BPDB 2024-25.pdf
FY2024-25,Bangladsh India Friendship Power Company (Pvt.) Ltd. 1320MW,ipp,5033610920.0,2811554199.0,63511941069.0,42982734639.0,12.6176,,BPDB 2024-25.pdf
FY2024-25,B-R Powergen Ltd. (Mirersarai),ipp,128221905.0,236491855.0,3956005000.0,5713480196.0,30.8528,,BPDB 2024-25.pdf
FY2024-25,Manikgonj Power Generations Limited (162MW),ipp,411947352.0,282852288.0,10540527554.0,7855896869.0,25.5871,,BPDB 2024-25.pdf
FY2024-25,HDFC SinPower Ltd. (50MW),ipp,90665328.0,90091736.0,1863696401.0,1705133620.0,20.5558,,BPDB 2024-25.pdf
FY2024-25,Anlima Energy Limited (116MW),ipp,135833801.0,199088723.0,4954899408.0,5464422190.0,36.4777,,BPDB 2024-25.pdf
FY2024-25,United Payra (150MW),ipp,148774812.0,142475832.0,5018791789.0,4807878001.0,33.7341,,BPDB 2024-25.pdf
FY2024-25,Spectra Solar Park,ipp,60581821.0,60371506.0,1016928473.0,934734068.0,16.786,,BPDB 2024-25.pdf
FY2024-25,Tangail Palli Power Generation Ltd. (22MW),ipp,70665852.0,58087039.0,1740368224.0,1378954156.0,24.6281,,BPDB 2024-25.pdf
FY2024-25,Nutan Bidyut (Bangladesh) Ltd. (220MW),ipp,1774176344.0,1745975828.0,11235977433.0,10040381978.0,6.3331,,BPDB 2024-25.pdf
FY2024-25,Bhairab Power Limited (54.50MW),ipp,92991150.0,133941600.0,2715879017.0,3309421466.0,29.2058,,BPDB 2024-25.pdf
FY2024-25,Acron Infrastructure Services Ltd. Unit-2,ipp,181301184.0,176770080.0,5175291563.0,4814229408.0,28.5453,,BPDB 2024-25.pdf
FY2024-25,Orion Power Sonargaon Ltd.,ipp,133045920.0,234956640.0,4416967775.0,5781335186.0,33.1988,,BPDB 2024-25.pdf
FY2024-25,Chandpur Power Generation Lttd. (115MW),ipp,388864608.0,307196160.0,8447987923.0,6788832090.0,21.7248,,BPDB 2024-25.pdf
FY2024-25,EPV Thakurgoan Limited (115MW),ipp,346019921.0,257944128.0,8400245141.0,6394148977.0,24.2768,,BPDB 2024-25.pdf
FY2024-25,Kanchan Purbachal Power Generation Limited (55MW),ipp,154966946.0,108170449.0,3444396686.0,2621699553.0,22.2267,,BPDB 2024-25.pdf
FY2024-25,Desh Energy Hatiya Power Company Limited (5MW),ipp,25448882.0,19418087.0,627986906.0,466283814.0,24.6764,,BPDB 2024-25.pdf
FY2024-25,Energon Renewables (BD) Limited 100MW - Mongla,ipp,174111857.0,175636848.0,2910835552.0,2703496118.0,16.7182,,BPDB 2024-25.pdf
FY2024-25,Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,495918306.0,539129619.0,15346349837.0,15239905376.0,30.9453,,BPDB 2024-25.pdf
FY2024-25,SS Power I Limited,ipp,6346540145.0,2402946654.0,92391472288.0,49089448183.0,14.5578,,BPDB 2024-25.pdf
FY2024-25,US-DK Green Energy (BD) Ltd. (60 MW),ipp,98505557.0,33568891.0,1428661089.0,462373641.0,14.5034,,BPDB 2024-25.pdf
FY2024-25,SFL Unique Meghnaghat Power Plc,ipp,925653846.0,759318517.0,15600029978.0,7879578175.0,16.853,,BPDB 2024-25.pdf
FY2024-25,Summit Meghnaghat II Power Company Limited,ipp,1070153356.0,654162225.0,15177921528.0,4307421035.0,14.1829,,BPDB 2024-25.pdf
FY2024-25,Bangladesh China Renewable Energy company Ltd,ipp,104833998.0,0.0,1295579088.0,0.0,12.3584,,BPDB 2024-25.pdf
FY2024-25,Dynamic Sun Energy Private Limited,ipp,140692847.0,0.0,2048133175.0,0.0,14.5575,,BPDB 2024-25.pdf
FY2024-25,RPCL-NORINCO International Power Company Ltd,ipp,705512246.0,0.0,5608177030.0,0.0,7.9491,,BPDB 2024-25.pdf
FY2024-25,B-R Powergen Ltd. (Sreepur)(160MW),ipp,238730280.0,0.0,5425026950.0,0.0,22.7245,,BPDB 2024-25.pdf
FY2024-25,EGCB Sonagazi 75MW,ipp,135630578.0,0.0,1213717349.0,0.0,8.9487,,BPDB 2024-25.pdf
FY2024-25,Coal Power Generation Company Bangladesh Limited,ipp,0.0,2832649398.0,0.0,17374637505.0,,,BPDB 2024-25.pdf
FY2024-25,NVVN Ltd. - India 250 MW,india,1844690391.0,1880436106.0,8160446866.0,7862336203.0,4.4237,,BPDB 2024-25.pdf
FY2024-25,NVVN Ltd. - India 160 MW (Tripura),india,477672456.0,972295860.0,5084567990.0,8913270638.0,10.6445,,BPDB 2024-25.pdf
FY2024-25,NVVN Ltd. - India 300 MW,india,2520987500.0,2278033750.0,21333221378.0,18404771473.0,8.4622,,BPDB 2024-25.pdf
FY2024-25,Power Grid Corporation of India - 250MW,india,0.0,0.0,1423004104.0,1397311370.0,,Y,BPDB 2024-25.pdf
FY2024-25,Power Grid Corporation of India - 160MW,india,0.0,0.0,189542404.0,188988351.0,,Y,BPDB 2024-25.pdf
FY2024-25,Power Grid Corporation of India 2nd Circuit Bohrampur,india,0.0,0.0,504512716.0,1118168316.0,,Y,BPDB 2024-25.pdf
FY2024-25,PTC India Ltd. 200 MW,india,1618252287.0,1672307432.0,16513244979.0,15531695572.0,10.2044,,BPDB 2024-25.pdf
FY2024-25,Sembcrop Energy India Ltd. 250MW,india,1915627803.0,1845078661.0,19575621812.0,19237734105.0,10.2189,,BPDB 2024-25.pdf
FY2024-25,Adani Power Limited (Jharkhand),india,8031930869.0,8166677622.0,119334360562.0,121469628545.0,14.8575,,BPDB 2024-25.pdf
FY2024-25,Nepal Electricity Authority (NEA),india,15829760.0,0.0,132245684.0,0.0,8.3542,,BPDB 2024-25.pdf
FY2024-25,Baraka Power Co. Ltd.,rental,30277212.0,301789638.0,332993538.0,2070107819.0,10.9982,,BPDB 2024-25.pdf
FY2024-25,Shahjibazar Power Co. Ltd.,rental,709264624.0,279753240.0,3772044043.0,2335810498.0,5.3182,,BPDB 2024-25.pdf
FY2024-25,"Desh Cambridge, Kumergoan",rental,0.0,58718311.0,0.0,382152334.0,,,BPDB 2024-25.pdf
FY2024-25,"Energyprima, Fenchugonj",rental,106531953.0,252303665.0,695695007.0,1541086004.0,6.5304,,BPDB 2024-25.pdf
FY2024-25,"Energyprima, Kumargaon",rental,0.0,0.0,0.0,0.0,,,BPDB 2024-25.pdf
FY2024-25,"Venture Energy, Bhola",rental,58391534.0,122422442.0,391812274.0,915157765.0,6.7101,,BPDB 2024-25.pdf
FY2024-25,Summit Narayangonj Power Ltd.,rental,0.0,187637517.0,0.0,4000311556.0,,,BPDB 2024-25.pdf
FY2024-25,Kpcl -Unit-2,rental,0.0,110588117.0,0.0,2319043969.0,,,BPDB 2024-25.pdf
FY2024-25,Khanjahan Ali Power Ltd.,rental,0.0,22464610.0,0.0,490226625.0,,,BPDB 2024-25.pdf
FY2024-25,Precision Energy Ltd.,rental,219908532.0,138911164.0,1422427289.0,830483476.0,6.4683,,BPDB 2024-25.pdf
FY2024-25,Orion Power Meghnaghat Ltd.,rental,0.0,115592152.0,0.0,2510717107.0,,,BPDB 2024-25.pdf
FY2024-25,Dutch Bangla Power & Associates Ltd.,rental,0.0,111451930.0,0.0,2410390467.0,,,BPDB 2024-25.pdf
FY2024-25,Acron Infrastructure Service Ltd.,rental,0.0,117680520.0,0.0,2434215271.0,,,BPDB 2024-25.pdf
FY2024-25,Amnura(Sinha Power Generation),rental,0.0,59930035.0,0.0,797484319.0,,,BPDB 2024-25.pdf
FY2024-25,Power Pac Mutiara Keranigonj,rental,6319128.0,67901896.0,137805475.0,1477029228.0,21.8077,,BPDB 2024-25.pdf
FY2024-25,Northern Power,rental,0.0,68411781.0,0.0,1490434567.0,,,BPDB 2024-25.pdf
FY2024-25,Gbb Power Ltd.,rental,0.0,0.0,0.0,0.0,,,BPDB 2024-25.pdf
FY2024-25,APSCL (Except New 573 MW),public,0.0,0.0,0.0,0.0,,,BPDB 2024-25.pdf
FY2024-25,APSCL (New 50 MW),public,283243580.0,225465822.0,1506826870.0,1146309599.0,5.3199,,BPDB 2024-25.pdf
FY2024-25,APSCL (225 MW),public,1689428667.0,1381974892.0,10439740648.0,9042636144.0,6.1795,,BPDB 2024-25.pdf
FY2024-25,APSCL (450 MW) South,public,1335049331.0,1963818821.0,8940644917.0,13894762854.0,6.6969,,BPDB 2024-25.pdf
FY2024-25,APSCL (450 MW) North,public,2090377818.0,2050896272.0,11689196228.0,11384626089.0,5.5919,,BPDB 2024-25.pdf
FY2024-25,APSCL (400 MW) East,public,901772800.0,2002935049.0,7386643402.0,10486288898.0,8.1912,,BPDB 2024-25.pdf
FY2024-25,SBU HARIPUR,public,0.0,0.0,0.0,0.0,,,BPDB 2024-25.pdf
FY2024-25,EGCB Ltd.(210X2)MW,public,106214754.0,322015796.0,2259085051.0,3198751699.0,21.269,,BPDB 2024-25.pdf
FY2024-25,EGCB Ltd.(412)MW,public,3137268240.0,3111294204.0,14374078404.0,13311205529.0,4.5817,,BPDB 2024-25.pdf
FY2024-25,EGCB Ltd.(335)MW,public,2216332886.0,2040540091.0,13334464614.0,11691414898.0,6.0165,,BPDB 2024-25.pdf
FY2024-25,North West Power Gen (NWPGCL)- Sirajgonj (Unit -1),public,1304906632.0,614471449.0,7709591825.0,4815824866.0,5.9082,,BPDB 2024-25.pdf
FY2024-25,North West Power Gen (NWPGCL)- Sirajgonj (Unit - 2),public,705779839.0,294747762.0,6926966551.0,7575979181.0,9.8146,,BPDB 2024-25.pdf
FY2024-25,North West Power Gen (NWPGCL)- Sirajgonj (Unit - 3),public,575432420.0,725681991.0,7069805237.0,7154858483.0,12.2861,,BPDB 2024-25.pdf
FY2024-25,North West Power Gen (NWPGCL)- Bheramara,public,1743730998.0,746230754.0,10693837717.0,7324098710.0,6.1327,,BPDB 2024-25.pdf
FY2024-25,North West Power Gen (NWPGCL)- Madhumati,public,9083088.0,76055472.0,2181867549.0,2893436726.0,240.2121,,BPDB 2024-25.pdf
FY2024-25,North West Power Gen (NWPGCL)- 6.55MW Solar PV,public,9365656.0,9484831.0,151607847.0,140508224.0,16.1876,,BPDB 2024-25.pdf
FY2024-25,Coal Power Generation Company Bangladesh Limited,public,3686615951.0,0.0,33668729185.0,0.0,9.1327,,BPDB 2024-25.pdf
