fy,producer,purchase_class,kwh_cy,kwh_py,bdt_cy,bdt_py,bdt_per_kwh_cy,zero_generation_payment,source_doc
FY2023-24,Engreen Solar,ipp,3893767.0,4169099.0,82226611.0,82652029.0,21.1175,,BPDC 2023-24.pdf
FY2023-24,Kushiara Power Company Ltd.,ipp,898885079.0,371388862.0,5423511167.0,3035148175.0,6.0336,,BPDC 2023-24.pdf
FY2023-24,Banco Energy Generation Ltd.,ipp,92280024.0,157741560.0,2745703155.0,3420808059.0,29.754,,BPDC 2023-24.pdf
FY2023-24,Bangla Track Power Company Ltd.,ipp,0.0,219334080.0,0.0,9285172468.0,,,BPDC 2023-24.pdf
FY2023-24,Bangla Track Power Company Ltd. (Unit-2),ipp,0.0,85970400.0,0.0,4189929615.0,,,BPDC 2023-24.pdf
FY2023-24,Aggreko Energy Solution Ltd. - Aorahati (100MW),ipp,0.0,167533969.0,1725.0,6836163416.0,,Y,BPDC 2023-24.pdf
FY2023-24,Aggreko Energy Solution Ltd. - Bhahmangoan (100MW),ipp,0.0,146037206.0,0.0,5977709811.0,,,BPDC 2023-24.pdf
FY2023-24,APR Energy 300MW,ipp,43968055.0,471396498.0,2008871669.0,19801984728.0,45.6893,,BPDC 2023-24.pdf
FY2023-24,Barisal Electric Power Company Ltd.,ipp,1250109917.0,604148910.0,15612924229.0,11486275016.0,12.4892,,BPDC 2023-24.pdf
FY2023-24,United Mymensingh Power Ltd. (200MW),ipp,449295840.0,661459680.0,10951695534.0,13813967008.0,24.3752,,BPDC 2023-24.pdf
FY2023-24,Technaf Solartech Energy Ltd. (20MW),ipp,37231505.0,39239868.0,577125604.0,571767753.0,15.501,,BPDC 2023-24.pdf
FY2023-24,Acron Infracture Service Ltd. (Unit-3),ipp,174014774.0,316925750.0,4694186768.0,6722884515.0,26.9758,,BPDC 2023-24.pdf
FY2023-24,Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,2931577074.0,2534088188.0,16884204103.0,13091592017.0,5.7594,,BPDC 2023-24.pdf
FY2023-24,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,16971742.0,146655047.0,3641361431.0,8261692003.0,214.5544,,BPDC 2023-24.pdf
FY2023-24,Orion Power Rupsha Ltd. - Khulna (105MW),ipp,189484112.0,252984384.0,4835955072.0,5258595419.0,25.5217,,BPDC 2023-24.pdf
FY2023-24,Desh Energy Chandpur Power Company Ltd.,ipp,335632382.0,591426293.0,9216675150.0,12127923477.0,27.4606,,BPDC 2023-24.pdf
FY2023-24,Midland East Power Company Ltd.,ipp,175652589.0,546691934.0,5464206819.0,11529125480.0,31.108,,BPDC 2023-24.pdf
FY2023-24,Baraka Shikalbaha Power Ltd. (105MW),ipp,199870107.0,454346839.0,5313189953.0,8325453923.0,26.5832,,BPDC 2023-24.pdf
FY2023-24,Confidence Power Ltd. - Rangpur (113MW),ipp,248621098.0,429432672.0,6453942714.0,8871466117.0,25.959,,BPDC 2023-24.pdf
FY2023-24,Confidence Power Ltd. (Unit-1) - Bogra,ipp,209827392.0,454345152.0,5819386142.0,8897964352.0,27.7342,,BPDC 2023-24.pdf
FY2023-24,Confidence Power Ltd. (Unit-2) - Bogra,ipp,211130496.0,474997920.0,6075475987.0,9336799920.0,28.7759,,BPDC 2023-24.pdf
FY2023-24,United Jamalpur 200MW,ipp,343669680.0,505753332.0,8387156735.0,10034699996.0,24.4047,,BPDC 2023-24.pdf
FY2023-24,Sympa Solar Power Limited,ipp,12536809.0,13315347.0,181582464.0,181349417.0,14.4839,,BPDC 2023-24.pdf
FY2023-24,Teesta Solar Ltd. (200MW),ipp,351824453.0,167113644.0,5878785933.0,2696250285.0,16.7094,,BPDC 2023-24.pdf
FY2023-24,Intraco Solar Power Ltd. (30MW),ipp,59149472.0,49996280.0,1052853086.0,854016657.0,17.7999,,BPDC 2023-24.pdf
FY2023-24,RPCL - Gazipur (105MW),ipp,270875985.0,582459089.0,6709884206.0,12169426151.0,24.7711,,BPDC 2023-24.pdf
FY2023-24,United - Anawara (300MW),ipp,503704266.0,1016880349.0,13886459057.0,20242078979.0,27.5687,,BPDC 2023-24.pdf
FY2023-24,Zodiac Power Ctg. Ltd.,ipp,114576648.0,240836106.0,3112034306.0,4598778854.0,27.1612,,BPDC 2023-24.pdf
FY2023-24,Karnaphuli Power Ltd.,ipp,276386080.0,582870202.0,6243777481.0,10646162985.0,22.5908,,BPDC 2023-24.pdf
FY2023-24,Lanka Power Limited - Feni,ipp,362885518.0,238606811.0,8481433839.0,5980298616.0,23.3722,,BPDC 2023-24.pdf
FY2023-24,HF Power Company Limited,ipp,247750062.0,351069012.0,6305415677.0,7647555852.0,25.4507,,BPDC 2023-24.pdf
FY2023-24,Bangladsh -China Power Company (Pvt.) Ltd. 1320MW,ipp,7548736927.0,6900361855.0,89317338419.0,110538940965.0,11.8321,,BPDC 2023-24.pdf
FY2023-24,B-R Powergen Ltd. (Mirersarai),ipp,236491855.0,84325132.0,5713480196.0,1444470473.0,24.1593,,BPDC 2023-24.pdf
FY2023-24,Manikgonj Power Generations Limited (162MW),ipp,282852288.0,484872106.0,7855896869.0,10180903490.0,27.7738,,BPDC 2023-24.pdf
FY2023-24,HDFC SinPower Ltd. (50MW),ipp,90091736.0,95292624.0,1705133620.0,1695125425.0,18.9266,,BPDC 2023-24.pdf
FY2023-24,Anlima Energy Limited (116MW),ipp,199088723.0,713222138.0,5464422190.0,12383457318.0,27.4472,,BPDC 2023-24.pdf
FY2023-24,United Payra (150MW),ipp,142475832.0,132521484.0,4807878001.0,4652276044.0,33.7452,,BPDC 2023-24.pdf
FY2023-24,Spectra Solar Park,ipp,60371506.0,63580595.0,934734068.0,924032564.0,15.483,,BPDC 2023-24.pdf
FY2023-24,Tangail Palli Power Generation Ltd. (22MW),ipp,58087039.0,95057230.0,1378954156.0,1826227900.0,23.7394,,BPDC 2023-24.pdf
FY2023-24,Nutan Bidyut (Bangladesh) Ltd. (220MW),ipp,1745975828.0,1140715216.0,10040381978.0,5943225716.0,5.7506,,BPDC 2023-24.pdf
FY2023-24,Bhairab Power Limited (54.50MW),ipp,133941600.0,208651680.0,3309421466.0,4199821774.0,24.7079,,BPDC 2023-24.pdf
FY2023-24,Acron Infrastructure Services Ltd. Unit-2,ipp,176770080.0,298338048.0,4814229408.0,6500036770.0,27.2344,,BPDC 2023-24.pdf
FY2023-24,Orion Power Sonargaon Ltd.,ipp,234956640.0,343667904.0,5781335186.0,8837355589.0,24.606,,BPDC 2023-24.pdf
FY2023-24,Chandpur Power Generation Lttd. (115MW),ipp,307196160.0,466547078.0,6788832090.0,8428801830.0,22.0993,,BPDC 2023-24.pdf
FY2023-24,EPV Thakurgoan Limited (115MW),ipp,257944128.0,366860352.0,6394148977.0,7888172208.0,24.7889,,BPDC 2023-24.pdf
FY2023-24,Kanchan Purbachal Power Generation Limited (55MW),ipp,108170449.0,210104633.0,2621699553.0,3962076722.0,24.2367,,BPDC 2023-24.pdf
FY2023-24,Desh Energy Hatiya Power Company Limited (5MW),ipp,19418087.0,6079530.0,466283814.0,150996668.0,24.0129,,BPDC 2023-24.pdf
FY2023-24,Energon Renewables (BD) Limited 100MW - Mongla,ipp,175636848.0,185883843.0,2703496118.0,2685850655.0,15.3925,,BPDC 2023-24.pdf
FY2023-24,Summit Gazipur II Power Ltd. - Kodda (300MW),ipp,539129619.0,1137133799.0,15239905376.0,23076784882.0,28.2676,,BPDC 2023-24.pdf
FY2023-24,SS Power I Limited,ipp,2402946654.0,0.0,49089448183.0,0.0,20.4289,,BPDC 2023-24.pdf
FY2023-24,US-DK Green Energy (BD) Ltd. (60 MW),ipp,33568891.0,0.0,462373641.0,0.0,13.7739,,BPDC 2023-24.pdf
FY2023-24,SFL Unique Meghnaghat Power Plc,ipp,759318517.0,0.0,7879578175.0,0.0,10.3772,,BPDC 2023-24.pdf
FY2023-24,Coal Power Generation Company Bangladesh Limited,ipp,2832649398.0,0.0,17374637505.0,0.0,6.1337,,BPDC 2023-24.pdf
FY2023-24,Summit Meghnaghat II Power Company Limited,ipp,654162225.0,0.0,4307421035.0,0.0,6.5846,,BPDC 2023-24.pdf
FY2023-24,NVVN Ltd. - India 250 MW,india,1880436106.0,1801735428.0,7862336203.0,7606355362.0,4.1811,,BPDC 2023-24.pdf
FY2023-24,NVVN Ltd. - India 160 MW (Tripura),india,972295860.0,1073872152.0,8913270638.0,9075956561.0,9.1672,,BPDC 2023-24.pdf
FY2023-24,NVVN Ltd. - India 300 MW,india,2278033750.0,2515788750.0,18404771473.0,17995693025.0,8.0792,,BPDC 2023-24.pdf
FY2023-24,Power Grid Corporation of India - 250MW,india,0.0,0.0,1397311370.0,1404138832.0,,Y,BPDC 2023-24.pdf
FY2023-24,Power Grid Corporation of India - 160MW,india,0.0,0.0,188988351.0,178806221.0,,Y,BPDC 2023-24.pdf
FY2023-24,Power Grid Corporation of India 2nd Circuit Bohrampur,india,0.0,0.0,1118168316.0,0.0,,Y,BPDC 2023-24.pdf
FY2023-24,PTC India Ltd. 200 MW,india,1672307432.0,1686911076.0,15531695572.0,15264635951.0,9.2876,,BPDC 2023-24.pdf
FY2023-24,Sembcrop Energy India Ltd. 250MW,india,1845078661.0,1839003978.0,19237734105.0,18294412374.0,10.4265,,BPDC 2023-24.pdf
FY2023-24,Adani Power Limited (Jharkhand),india,8166677622.0,1598156822.0,121469628545.0,22414117308.0,14.8738,,BPDC 2023-24.pdf
FY2023-24,Baraka Power Co. Ltd.,rental,301789638.0,243066276.0,2070107819.0,1402047454.0,6.8594,,BPDC 2023-24.pdf
FY2023-24,Shahjibazar Power Co. Ltd.,rental,279753240.0,477095952.0,2335810498.0,2768043336.0,8.3495,,BPDC 2023-24.pdf
FY2023-24,"Desh Cambridge, Kumergoan",rental,58718311.0,81129611.0,382152334.0,390162506.0,6.5082,,BPDC 2023-24.pdf
FY2023-24,"Energyprima, Fenchugonj",rental,252303665.0,245525607.0,1541086004.0,1153905588.0,6.1081,,BPDC 2023-24.pdf
FY2023-24,"Energyprima, Kumargaon",rental,0.0,54471500.0,0.0,165805060.0,,,BPDC 2023-24.pdf
FY2023-24,"Venture Energy, Bhola",rental,122422442.0,179066743.0,915157765.0,1107705570.0,7.4754,,BPDC 2023-24.pdf
FY2023-24,Summit Narayangonj Power Ltd.,rental,187637517.0,161573730.0,4000311556.0,3275647932.0,21.3194,,BPDC 2023-24.pdf
FY2023-24,Kpcl -Unit-2,rental,110588117.0,198457371.0,2319043969.0,4019236677.0,20.9701,,BPDC 2023-24.pdf
FY2023-24,Khanjahan Ali Power Ltd.,rental,22464610.0,51143413.0,490226625.0,1107315887.0,21.8222,,BPDC 2023-24.pdf
FY2023-24,Precision Energy Ltd.,rental,138911164.0,183934248.0,830483476.0,1163995995.0,5.9785,,BPDC 2023-24.pdf
FY2023-24,Orion Power Meghnaghat Ltd.,rental,115592152.0,280180160.0,2510717107.0,5405863283.0,21.7205,,BPDC 2023-24.pdf
FY2023-24,Dutch Bangla Power & Associates Ltd.,rental,111451930.0,287343735.0,2410390467.0,5571914427.0,21.6272,,BPDC 2023-24.pdf
FY2023-24,Acron Infrastructure Service Ltd.,rental,117680520.0,243804336.0,2434215271.0,5725552044.0,20.6849,,BPDC 2023-24.pdf
FY2023-24,Amnura(Sinha Power Generation),rental,59930035.0,18118836.0,797484319.0,380076109.0,13.3069,,BPDC 2023-24.pdf
FY2023-24,Power Pac Mutiara Keranigonj,rental,67901896.0,7514208.0,1477029228.0,154740873.0,21.7524,,BPDC 2023-24.pdf
FY2023-24,Northern Power,rental,68411781.0,126846012.0,1490434567.0,2773703045.0,21.7862,,BPDC 2023-24.pdf
FY2023-24,Gbb Power Ltd.,rental,0.0,147841848.0,0.0,872758548.0,,,BPDC 2023-24.pdf
FY2023-24,APSCL (New 50 MW),public,225465822.0,283700898.0,1146309599.0,950285214.0,5.0842,,BPDC 2023-24.pdf
FY2023-24,APSCL (225 MW),public,1381974892.0,1587315617.0,9042636144.0,7466980186.0,6.5433,,BPDC 2023-24.pdf
FY2023-24,APSCL (450 MW) South,public,1963818821.0,1679751824.0,13894762854.0,9981002544.0,7.0754,,BPDC 2023-24.pdf
FY2023-24,APSCL (450 MW) North,public,2050896272.0,2196407090.0,11384626089.0,9188887471.0,5.551,,BPDC 2023-24.pdf
FY2023-24,APSCL (450 MW) East,public,2002935049.0,1178943416.0,10486288898.0,4849965132.0,5.2355,,BPDC 2023-24.pdf
FY2023-24,SBU HARIPUR,public,0.0,0.0,0.0,0.0,,,BPDC 2023-24.pdf
FY2023-24,EGCB Ltd. (210X2) MW,public,322015796.0,303186086.0,3198751699.0,3038793298.0,9.9335,,BPDC 2023-24.pdf
FY2023-24,EGCB Ltd. (412) MW,public,3111294204.0,2932454664.0,13311205529.0,8805577919.0,4.2783,,BPDC 2023-24.pdf
FY2023-24,EGCB Ltd. (360) MW,public,2040540091.0,889535033.0,11691414898.0,6078360206.0,5.7296,,BPDC 2023-24.pdf
FY2023-24,North West Power Gen (NWPGCL)- Sirajgonj,public,614471449.0,1167024579.0,4815824866.0,5421296044.0,7.8373,,BPDC 2023-24.pdf
FY2023-24,North West Power Gen (NWPGCL)- Sirajgonj (Unit - 2),public,294747762.0,624834999.0,7575979181.0,16240673723.0,25.7033,,BPDC 2023-24.pdf
FY2023-24,North West Power Gen (NWPGCL)- Sirajgonj (Unit - 3),public,725681991.0,841358086.0,7154858483.0,6514710574.0,9.8595,,BPDC 2023-24.pdf
FY2023-24,North West Power Gen (NWPGCL)- Khulna,public,112565389.0,445957222.0,6937820127.0,14629459265.0,61.6337,,BPDC 2023-24.pdf
FY2023-24,North West Power Gen (NWPGCL)- Bheramara,public,746230754.0,1346245287.0,7324098710.0,7836412600.0,9.8148,,BPDC 2023-24.pdf
FY2023-24,North West Power Gen (NWPGCL)- Madhumati,public,76055472.0,259720704.0,2893436726.0,6108671422.0,38.0438,,BPDC 2023-24.pdf
FY2023-24,North West Power Gen (NWPGCL)- 6.55MW Solar PV,public,9484831.0,10078954.0,140508224.0,140348768.0,14.814,,BPDC 2023-24.pdf
